sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"M6100e","M6x100mm Eyebolt",,"R 151.47","14.9","13.33","15.33","-11.78","-1.57","53","Yes","Yes"
"M610Gs","M6x10mm Grub Screw",,"R 36.00","18","99","113.85","81.82","81","20","Yes","Yes"
"M616CS","M6x16 Cap Screw",,"R 1,220.00","1220","122","140.3","-900","-1098","5","Yes","Yes"
"M61A2TR","M6x1m S/S A2 THREADED ROD",,"R 0.00","0","2082.86","2395.29","0","2082.86","-0.3","Yes","Yes"
"M6200","3m6200 Facepiece Dual Medium x",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"M635Csk","M6x35 CSK Cap",,"R 78.00","48.56","245","281.75","80.18","196.44","6.5","Yes","Yes"
"M635cskpz","M/Screw CSK PZ M6x 35mm [Per 100]",,"R 0.00","0","99","113.85","0","99","10","Yes","Yes"
"M63TR","M6x3m Threaded Rod",,"R 5.55","6.02","40","46","84.95","33.98","105","Yes","Yes"
"M66CS","Grub Screw M6x6",,"R 12.05","12.05","39.59","45.53","69.56","27.54","-3","Yes","Yes"
"M670EB","M6x70 Eye bolts",,"R 5.87","5.87","12","13.8","51.08","6.13","300","Yes","Yes"
"M680EB","M6x80 Eyebolt FABR (each)(CL 135mm)",,"R 0.00","0","12.99","14.94","0","12.99","0","Yes","Yes"
"M690EB","M6x90 Eye bolt",,"R 6.71","6.71","14","16.1","52.07","7.29","100","Yes","Yes"
"M6FFW","M6 S/S A2 FLAT WASHER FORM B",,"R 0.00","0","0.15","0.17","0","0.15","0","Yes","Yes"
"M6HTN","Nut Galvanised M6 HT",,"R 0.12","0.12","0.5","0.57","76","0.38","403","Yes","Yes"
"M6LH","M6 Lock L/Handle With Stud",,"R 0.00","0","173","198.95","0","173","-1","Yes","Yes"
"M6LHWS","M6 Lock Handle With STUD",,"R 0.00","0","173","198.95","0","173","-4","Yes","Yes"
"M6NG","M6 Nut Galvanised HT",,"R 15.96","15.96","34.5","39.67","53.74","18.54","-8","Yes","Yes"
"M6NNF","M6 Nut(Per 100)",,"R 18.35","6.91","30.15","34.67","77.08","23.24","7","Yes","Yes"
"M6RS","M6 Rivnut Steel Low Profile",,"R 0.00","0","150","172.5","0","150","1.8","Yes","Yes"
"M6SET","M6x60 Set Galvanised",,"R 1.50","1.5","2.31","2.66","35.06","0.81","50","Yes","Yes"
"M6SSA2","M6 S/S A2 HEX NUT",,"R 0.00","0","22","25.3","0","22","-10","Yes","Yes"
"M6wS124","M6 Washer S/S FLAT D125 M6",,"R 7.45","7.27","31","35.65","76.55","23.73","102.5","Yes","Yes"
"M6x1","M6x 1 S/FL OSG S-SFT",,"R 617.10","102.85","402","462.3","74.42","299.15","6","Yes","Yes"
"M6x30","M6x30",,"R 42.00","33.6","88","101.2","61.82","54.4","20","Yes","Yes"
"M6x35","M6x35",,"R 45.00","20.45","99","113.85","79.34","78.55","22","Yes","Yes"
"M6x70SG","M6x70 Set Galvanized [Per 100]",,"R 0.00","0","199","228.85","0","199","3","Yes","Yes"
"M6x75EB","M6x75 Eyebolt",,"R 6.02","5.02","12.5","14.37","59.84","7.48","300","Yes","Yes"
"M8100B","M8x100 Bolt HT",,"R 0.00","0","800","920","0","800","1.8","Yes","Yes"
"M820CC","M8x20 CSK Cap",,"R 1.00","0.95","750","862.5","99.87","749.05","104.8","Yes","Yes"
"M850GS","M8x50 Grub Screws[Per 100]",,"R 340.00","5660","699","803.85","-709.73","-4961","10","Yes","Yes"
"M865RE","M8x65 Rawbolt Expansion[14mm DR]",,"R 450.00","450","1430","1644.5","68.53","980","0.5","Yes","Yes"
"M870cs","M8x70 Cap Screw(per 100)",,"R 20.50","3.47","560","644","99.38","556.53","11.8","Yes","Yes"
"M870SG","M8x70 SET GALV (per 100)",,"R 0.00","0","550","632.5","0","550","1","Yes","Yes"
"m875","M8X75 HEX SET Screw",,"R 2.00","0.2","3.5","4.02","94.29","3.3","1000","Yes","Yes"
"m880","M8X80HEX Set screw",,"R 2.10","0.02","3.9","4.48","99.49","3.88","10099","Yes","Yes"
"M8AN","M8 A2 NUT(Per 100)",,"R 0.00","0","85.56","98.39","0","85.56","10","Yes","Yes"
"M8CS","M8 Cap Screw x 70",,"R 1.17","0.11","911","1047.65","99.99","910.89","1100","Yes","Yes"
"M8CW","M8 Clevis 25mm Wide 16mm Thick",,"R 120.00","120","165.23","190.01","27.37","45.23","16","Yes","Yes"
"M8DA","M8 Drop in Anchor",,"R 0.00","0","1.99","2.29","0","1.99","80","Yes","Yes"
"M8EC","M8 End Cap 25x25",,"R 0.00","0","8","9.2","0","8","950","Yes","Yes"
"M8ECT","M8 Eye Comm 0.14T (each)",,"R 0.00","0","12.98","14.93","0","12.98","50","Yes","Yes"
"M8en","M8 Rod END Female R/H(each)",,"R 0.00","0","199","228.85","0","199","5","Yes","Yes"
"M8FFW","M8 S/S A2 FLAT WASHER FORM B",,"R 0.00","0","0.17","0.2","0","0.17","0","Yes","Yes"
"M8FWill","M8 FLAT WASHER FORM B Z/P",,"R 0.00","0","4.83","5.55","0","4.83","10","Yes","Yes"
"M8HTB","M8x20 H/T Set",,"R 0.72","0.69","169","194.35","99.59","168.31","105","Yes","Yes"
"M8HTN","M8 Nut H/T",,"R 0.22","0.22","53.5","61.52","99.59","53.28","1000","Yes","Yes"
"M8NGHT","M8 Nut Galvanised HT",,"R 0.45","0.01","86.5","99.48","99.99","86.49","10286.6","Yes","Yes"
"M8NNSS","Nut Nyloc S/S A2 M8",,"R 69.00","13.8","240.5","276.57","94.26","226.7","5","Yes","Yes"
"M8NTH","M8 Nut Galv HT",,"R 0.23","0","50.98","58.63","0","50.98","10199.5","Yes","Yes"
"M8RE","M8 Rawbolt with eye",,"R 0.00","0","1220","1403","0","1220","0.89","Yes","Yes"
"M8SG","M8 SET GALV x70 (P/100)",,"R 0.00","0","395.33","454.63","0","395.33","10000","Yes","Yes"
"M8SH100","M8x100 HT SET(Per/100)",,"R 0.00","0","913","1049.95","0","913","4","Yes","Yes"
"M8SW","M8 STARLOCK WASHER(Per 100)",,"R 0.00","0","38.64","44.44","0","38.64","10","Yes","Yes"
"M8SWill","M8 Washer Star Ext",,"R 0.00","0","44","50.6","0","44","10","Yes","Yes"
"M8SWill","M8 Washer Star Ext",,"R 0.00","0","44","50.6","0","44","10","Yes","Yes"
"M8tdss","Threaded Rod S/S 304 M8",,"R 0.00","0","112","128.8","0","112","2","Yes","Yes"
"M8tR","M8 Thread Rod MS Galv",,"R 0.00","0","26","29.9","0","26","-1","Yes","Yes"
"m8wd","M8 washer Din 17x1.6",,"R 16.50","0.02","24.99","28.74","99.92","24.97","999","Yes","Yes"
"M8WSEill","M8 Washer Star Ext",,"R 0.00","0","28","32.2","0","28","0","Yes","Yes"
"M8x100se","M8x100 SET Galvanised(per 100)",,"R 0.00","0","680","782","0","680","1","Yes","Yes"
"M8x100SG","M8x100 Set Galvanised(per 100)",,"R 0.00","0","655","753.25","0","655","2","Yes","Yes"
"M8x125","Tap M8",,"R 0.00","0","390","448.5","0","390","3","Yes","Yes"
"M8x25BA","M8 X25 BUTTTON A2(Per 100)",,"R 0.00","0","227.7","261.85","0","227.7","10","Yes","Yes"
"M8x25CS","Cap Screw M8x25",,"R 0.00","0","499","573.85","0","499","4","Yes","Yes"
"M8x25hex","M8x25 4.6 M/S HEX HD SET SCREW Z/P",,"R 0.00","0","0.64","0.74","0","0.64","20","Yes","Yes"
"M8x50SG","M8xGalvanised (Per 100)",,"R 2.30","0.38","389.36","447.76","99.9","388.98","1198","Yes","Yes"
"MagTa12","Magic Tape Clear 12mmx33m",,"R 50.00","50","0","0","0","-50","0","Yes","Yes"
"MAVCPO","Mac Afric Vacuum Pump Oil 500ml",,"R 0.00","0","150","172.5","0","150","-5","Yes","Yes"
"MBW1200","MDF Board White 1220 x 800 x3.2mm",,"R 0.00","0","149","171.35","0","149","-99","Yes","Yes"
"MC3kg","Marking Chalk 3Kg",,"R 0.00","0","487","560.05","0","487","3","Yes","Yes"
"MCE179","MCE D3210-M 32A 230V Contractor",,"R 0.00","0","432","496.8","0","432","-1","Yes","Yes"
"Mce3P","MCE SS-SER ISOLATOR 63A 3P SURFACE MOUNT W/PRF IP66 LOCKABLE HSP3-63-3",,"R 0.00","0","489","562.35","0","489","5","Yes","Yes"
"Mce63A","MCE SS-SER ISOLATOR 63A 2P SUR",,"R 0.00","0","410.2","471.73","0","410.2","5","Yes","Yes"
"MCT","Mig Contact Tip",,"R 0.00","0","17","19.55","0","17","0","Yes","Yes"
"MD155","Magnet Disc 15x5mm",,"R 0.00","0","65","74.75","0","65","0","Yes","Yes"
"MD5","5 Litre Mahogany Dye",,"R 0.00","0","630","724.5","0","630","6","Yes","Yes"
"MD7","7.5m Magnesium Drill Bit",,"R 0.00","0","75","86.25","0","75","10000","Yes","Yes"
"MDC5","Micro Fibre Cloth(Packet of 5)",,"R 0.00","0","60.76","69.87","0","60.76","5","Yes","Yes"
"MeshWoven","MESH S/S 0.4 WR X 0.9APT X 1.6M WOVEN",,"R 0.00","0","1999.99","2299.99","0","1999.99","9","Yes","Yes"
"Metss","METHS SPIRIT 5L",,"R 141.17","141.17","245.99","282.89","42.61","104.82","0","Yes","Yes"
"MG15KG","15KG MIG wire ER70 0,8mm",,"R 27.00","0.48","800","920","99.94","799.52","1007","Yes","Yes"
"MGr","Mixer Grohe",,"R 0.00","0","3350","3852.5","0","3350","4","Yes","Yes"
"MGW","15KG MIG Wire ER70 0,8mm",,"R 0.00","0","800","920","0","800","100","Yes","Yes"
"MHSSEM4","Multifoce HSSE TAP M4x0.7",,"R 399.00","315.31","0","0","0","-315.31","12","Yes","Yes"
"MHXT","M8x60 8.8 H/T HEX HD SET SCREW/100",,"R 0.00","0","151.47","174.19","0","151.47","0","Yes","Yes"
"Mig0.8","M6x0.8mm Mig Tip Contact",,"R 5.20","5.2","10.7","12.3","51.4","5.5","0","Yes","Yes"
"MKL405P","5PCS Master key Lock 40mm",,"R 149.63","149.63","0","0","0","-149.63","1","Yes","Yes"
"MKL40mm","4PCS Master Key Lock 40mm",,"R 106.88","10.69","334.59","384.78","96.81","323.9","10","Yes","Yes"
"MKNV","Dromex T-Shirt Black",,"R 66.50","66.5","99.42","114.33","33.11","32.92","0","Yes","Yes"
"MKOG","M4x16 Cheese Head Screw/Galv (/100)",,"R 0.00","0","16.25","18.69","0","16.25","-5","Yes","Yes"
"MLS1500","MINI BALL VALVE & HANDLE MXF DZR 15mm",,"R 0.00","0","82.86","95.29","0","82.86","0","Yes","Yes"
"MLTPLG","5X16A MULTIPLUG",,"R 86.32","15.01","198","227.7","92.42","182.99","918","Yes","Yes"
"MMDC200","MULTIMETER DC/AC 200MV,2V,20V,200V",,"R 0.00","0","541.28","622.47","0","541.28","5","Yes","Yes"
"MMdg","Digital Multimeter T/Tron 835",,"R 0.00","0","615","707.25","0","615","5","Yes","Yes"
"MMOR750ml","Mr Muscle Original Multi-Surface Disinfectant Trigger Bottle 750ml",,"R 0.00","0","59.99","68.99","0","59.99","7","Yes","Yes"
"MN24","BLACK M30 HT NUTS",,"R 0.00","0","15.18","17.46","0","15.18","0","Yes","Yes"
"MP14","1/4 Male Plug",,"R 12.83","1.28","25.5","29.32","94.98","24.22","10","Yes","Yes"
"mp18","18-Blue Mopcap (100s)",,"R 0.00","0","156","179.4","0","156","1","Yes","Yes"
"MP41","1/4 Male Plug",,"R 0.00","0","25","28.75","0","25","0","Yes","Yes"
"MR100200","10Mx200mm Membrane Roof",,"R 0.00","0","59.5","68.42","0","59.5","5","Yes","Yes"
"MrMSR400ml","Mr Min Multi Surface Regular 400ml",,"R 0.00","0","61","70.15","0","61","0","Yes","Yes"
"MS","Magnetic Strip",,"R 30.00","12.86","0","0","0","-12.86","7","Yes","Yes"
"Ms25","METHS SPIRIT 25L (EX DRUM)",,"R 434.77","173.91","645","741.75","73.04","471.09","5","Yes","Yes"
"MSCM4","Metric Screw CH Z/P M4x50mm",,"R 0.00","0","0.6","0.69","0","0.6","9900","Yes","Yes"
"MSG","Metal Silicone Gun",,"R 0.00","0","301","346.15","0","301","9","Yes","Yes"
"MSM630","M/Screw CSK PZ M6x 30mm [Per 100]",,"R 0.00","0","88","101.2","0","88","20","Yes","Yes"
"MSSM6","NUT S/S A2/304 M6",,"R 0.00","0","91","104.65","0","91","4.5","Yes","Yes"
"MSW10","M10 S/S A2 SPRING WASHER",,"R 0.00","0","0.39","0.45","0","0.39","-100","Yes","Yes"
"MSW12","M12 S/S A2 SPRING WASHER",,"R 38.00","38","0.44","0.51","-8536.36","-37.56","1","Yes","Yes"
"MSW20","M20 SQ MED SPR WASHER Z/P",,"R 439.20","439.2","59.29","68.18","-640.77","-379.91","-9","Yes","Yes"
"MSW6","M6 S/S A2 SPRING WASHER",,"R 0.00","0","0.1","0.12","0","0.1","0","Yes","Yes"
"MSW8","M8 S/S A2 SPRING WASHER",,"R 18.00","18","0.22","0.25","-8081.82","-17.78","-99","Yes","Yes"
"MT10m","10m Steel Measuring Tape",,"R 57.95","57.95","91.5","105.22","36.67","33.55","6","Yes","Yes"
"MT1840","Masking Tape 18mmX40M",,"R 10.29","4.41","17","19.55","74.06","12.59","35","Yes","Yes"
"MT218","218T Measuring Tape",,"R 0.00","0","38.45","44.22","0","38.45","2","Yes","Yes"
"MT24X40","Masking Tape 24mmX40mm",,"R 13.15","0.01","22.5","25.87","99.96","22.49","10000","Yes","Yes"
"MT75","Maghook Tape 7.5m",,"R 0.00","0","105","120.75","0","105","8","Yes","Yes"
"MTB48","Masking Tape 48mmX40M[Box 24]",,"R 56.41","27.81","744.99","856.74","96.27","717.18","56","Yes","Yes"
"MTC","Mutton Cloth",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MTGS","Heavy Duty Metal Silicone Gun T/C",,"R 0.00","0","299.96","344.95","0","299.96","0","Yes","Yes"
"MTL5m","Measuring Tape Multi Lock 5m X 25mm Long Life Contractor",,"R 58.08","38.72","135.8","156.17","71.49","97.08","1","Yes","Yes"
"MTS10","MUNDIAL TAILOR SCISSORS 10 inches",,"R 0.00","0","820","943","0","820","20","Yes","Yes"
"MTS321","Multiplug 5x 16A 4xEU SCHS ILLUM (P-118)",,"R 0.00","0","235","270.25","0","235","3","Yes","Yes"
"MtsTB","MTS Trowel Brick 280m with handle",,"R 0.00","0","74","85.1","0","74","4","Yes","Yes"
"MTV6","Digital Multimeter Voltage 200MV-600V",,"R 0.00","0","631.5","726.22","0","631.5","2","Yes","Yes"
"MW","Magnetic Whiteboard (1200mm x 1500mm)",,"R 0.00","0","3289","3782.35","0","3289","1","Yes","Yes"
"MW09","Mig Wire 0.9 (1Kg)",,"R 42.10","42.1","135","155.25","68.81","92.9","5","Yes","Yes"
"Mw20020","Membrane White 200 mm x 20 m",,"R 0.00","0","85","97.75","0","85","1","Yes","Yes"
"MWB1100","Mobile Wheelie Bin 1100L",,"R 0.00","0","14628.57","16822.86","0","14628.57","10","Yes","Yes"
"MWG","ER 70 Mig Wire 15 KG 1.0mm",,"R 23.50","23.5","649.65","747.1","96.38","626.15","30","Yes","Yes"
"MWR100","Washed Rags Per 100 Kg",,"R 0.00","0","1900","2185","0","1900","9968.5","Yes","Yes"
"N/T1/4","N/PL T-Connect FFF 1/4",,"R 0.00","0","75","86.25","0","75","8","Yes","Yes"
"N/Y1/4","N/PL Y-Connect FMF 1/4",,"R 47.40","47.4","68","78.2","30.29","20.6","0","Yes","Yes"
"N18P","N/PL PLUG 1/8",,"R 20.30","20.3","17.5","20.13","-16","-2.8","3","Yes","Yes"
"N38","N/PL PLUG 3/8",,"R 0.00","0","31","35.65","0","31","9","Yes","Yes"
"N38un","Nut HT unc 3/8",,"R 0.00","0","178.71","205.52","0","178.71","4.5","Yes","Yes"
"N8120","Nail-In-Anchor 8x120",,"R 0.00","0","367","422.05","0","367","9","Yes","Yes"
"NA640","Nail-In-Anchor 6x40",,"R 45.07","42.34","76.99","88.54","45.01","34.65","1.7","Yes","Yes"
"NA6x60","Nail-In Anchor 6x60",,"R 140.00","6.67","135","155.25","95.06","128.33","2.1","Yes","Yes"
"NDM8","N/PL Nut Dome M8",,"R 104.50","104.5","166.25","191.19","37.14","61.75","0","Yes","Yes"
"NDST","Norton Double Sided Tape 3.0 x 24mm x 30m",,"R 0.00","0","1550","1782.5","0","1550","1000","Yes","Yes"
"NELP","5 Liter Non Enamel Pant Grey",,"R 0.00","0","883","1015.45","0","883","-1","Yes","Yes"
"NG12","M12 Nut Gal",,"R 0.75","0.6","1.9","2.18","68.42","1.3","600","Yes","Yes"
"NGHtNf","NUT GALV HT M12",,"R 0.00","0","297","341.55","0","297","10","Yes","Yes"
"NGM10","M10 Nut Galv HT",,"R 55.86","0.03","130","149.5","99.98","129.97","10109.6","Yes","Yes"
"NGM12","M12 Nut Galv HT",,"R 0.00","0","172.22","198.05","0","172.22","-2","Yes","Yes"
"NHNS","16GB USB",,"R 0.00","0","100","115","0","100","-10","Yes","Yes"
"NHOL555","5L Nova Hydrolic Oil 32/48 or 68",,"R 0.00","0","245.69","282.54","0","245.69","0","Yes","Yes"
"NiA650","6x50 Nail In Anchor",,"R 50.00","25","104","119.6","75.96","79","2","Yes","Yes"
"NIA6x70","Nail-In-Anchor 6x70",,"R 69.38","34.69","170","195.5","79.59","135.31","1","Yes","Yes"
"Nia880","Nail-In-Anchor 8x80",,"R 50.00","50","292","335.8","82.88","242","1","Yes","Yes"
"NIA8x80","Nail-In-Anchor 8x80",,"R 43.52","5.6","288","331.2","98.06","282.4","113","Yes","Yes"
"NKH4PMC","Nozzle Kit Hose 4PMC MTS",,"R 229.99","0.23","86","98.9","99.73","85.77","999","Yes","Yes"
"NM10","NUT S/S A 2/304 M10",,"R 0.00","0","470","540.5","0","470","4.5","Yes","Yes"
"NM24","M24 NUT",,"R 1,871.95","1871.95","5.81","6.68","-32119.45","-1866.14","0.2","Yes","Yes"
"NM36","M36X4 HT Nut",,"R 26.45","26.45","31.74","36.5","16.67","5.29","0","Yes","Yes"
"NMW","Non Magnetic Whiteboard (1200mm x 1500mm)",,"R 1,152.71","1152.71","2541.5","2922.72","54.64","1388.79","1","Yes","Yes"
"NNM8","Nut Nyloc M8",,"R 0.00","0","54","62.1","0","54","2","Yes","Yes"
"NOPs","400x400mm Strictly no parking in front of the gate Sign",,"R 0.00","0","224","257.6","0","224","8","Yes","Yes"
"NP","Nipper",,"R 0.00","0","10.1","11.61","0","10.1","20","Yes","Yes"
"Npl1412","N/PL RED BUSH 1/4M x1/2F",,"R 0.00","0","75","86.25","0","75","3","Yes","Yes"
"NPLE14","N/PL Elbow 1/4 FxF",,"R 8.21","8.21","59","67.85","86.08","50.79","2","Yes","Yes"
"NSA2M8","Nut S/S A2/304 M8",,"R 0.00","0","206.5","237.47","0","206.5","1.5","Yes","Yes"
"NSP","Non Silicone Spray",,"R 0.00","0","66.3","76.24","0","66.3","10","Yes","Yes"
"Nss290","No Smoking Sign 290 x290",,"R 21.74","21.74","40.81","46.93","46.73","19.07","2","Yes","Yes"
"Nt14mmf","N/PL T-Conn 1/4 MMF",,"R 52.44","20.98","85","97.75","75.32","64.02","5","Yes","Yes"
"NT20M","Black NITTO Tape 20m",,"R 17.50","1.14","25","28.75","95.44","23.86","968","Yes","Yes"
"NW50M","50mm Nail Wire (per/kg)",,"R 0.00","0","129.99","149.49","0","129.99","1","Yes","Yes"
"NW75M","75mm Nail Wire (per/kg)",,"R 0.00","0","121.5","139.73","0","121.5","1","Yes","Yes"
"NXET","M4 GR 8 H/T HEX NUT Z/P",,"R 6.03","6.03","7.24","8.33","16.71","1.21","0.5","Yes","Yes"
"OB10SKB","Olfa Blade SKB10B (10 per pack)",,"R 0.00","0","90","103.5","0","90","10","Yes","Yes"
"OB9MM","OLFA BLADES AB-50 50/PACK 9MM",,"R 50.42","50.42","215.85","248.23","76.64","165.43","58","Yes","Yes"
"OBA9m","9mm OLFA Blade Stainless Steel 50/Pack",,"R 0.00","0","675.4","776.71","0","675.4","-7","Yes","Yes"
"OBSAb","Olfa Blade AB-50S P/50",,"R 0.00","0","410","471.5","0","410","-10","Yes","Yes"
"oC18","OLFA CUTTER 18MM WITH BLADE WHEEL LOCK + EX",,"R 0.00","0","364.55","419.23","0","364.55","1","Yes","Yes"
"OcAAB10B","OLFA BLADES FOR SAC1 10/PK BLISTER 9MM SHARPER ANGLED BLADES",,"R 0.00","0","176.37","202.83","0","176.37","-3","Yes","Yes"
"OKS","OLFA KNIFE SHRINK WRAP CUTTER- 1 Blade",,"R 78.00","78","120","138","35","42","51","Yes","Yes"
"OLB18","Olfa Blades LB50 50/Pack 18MM",,"R 218.49","218.49","316.52","364","30.97","98.03","0","Yes","Yes"
"OLFABLD","OLFA BLADE LB-50(50/Pack)",,"R 218.49","0","345","396.75","0","345","999995","Yes","Yes"
"OLFACTTR","OLFA CUTTER",,"R 52.47","0.45","110","126.5","99.59","109.55","10046","Yes","Yes"
"OMC150mm","Outside Meas Calipers-150mm",,"R 0.00","0","43.5","50.02","0","43.5","5","Yes","Yes"
"OMCSS","OLFA Cutter Stainless Steel",,"R 251.70","251.7","176.38","202.84","-42.7","-75.32","10","Yes","Yes"
"ONV100","Overshoes Non-Woven - Blue (100s)",,"R 0.00","0","1397.6","1607.24","0","1397.6","2","Yes","Yes"
"OONWB","Overshoes Non-Woven - Blue (100s)",,"R 0.00","0","1497.6","1722.24","0","1497.6","1","Yes","Yes"
"OPA","Orange Paint Spray 350ml",,"R 95.00","8.64","119","136.85","92.74","110.36","11","Yes","Yes"
"P","Plastic",,"R 0.87","65.22","0","0","0","-65.22","5","Yes","Yes"
"P10S","Pratley 10g Studlock",,"R 131.60","55.26","54.97","63.22","-0.53","-0.29","11","Yes","Yes"
"P1184","Trunking Steel Cover Galv 2.5m -P1184",,"R 0.00","0","152.45","175.32","0","152.45","0","Yes","Yes"
"P1200","P1200 Water Paper PS 11A KS",,"R 261.00","0.26","1120","1288","99.98","1119.74","1000.5","Yes","Yes"
"P1230630100","White Polystrene 1230 mm x 630 mm x 100 mm",,"R 0.00","0","280","322","0","280","5","Yes","Yes"
"P180mm","PLIER C/CLIP SET TOTAL 180mm 4P",,"R 0.00","0","350","402.5","0","350","5","Yes","Yes"
"P200","Trunking Steel 41x20mm x5m",,"R 0.00","0","552.36","635.21","0","552.36","0","Yes","Yes"
"P20L","20 LITRE DRUM",,"R 125.00","125","0","0","0","-125","1","Yes","Yes"
"P214j31","PLIER C/CLIP GED I/B 214 J31",,"R 0.00","0","675","776.25","0","675","5","Yes","Yes"
"P3J100tw","Puller 3 Jaw 100 TW",,"R 0.00","0","127","146.05","0","127","9","Yes","Yes"
"P3J75","Puller 3 Jaw 75 TW",,"R 64.09","5.83","100","115","94.17","94.17","11","Yes","Yes"
"P40cra","Padlock 40mm Red Combination Reset Abus Blister",,"R 0.00","0","203","233.45","0","203","1","Yes","Yes"
"P60FD115","P60 FLAP DISC 115MM",,"R 9.40","9.41","25.15","28.92","62.58","15.74","-10","Yes","Yes"
"P6SD","Total 6 Piece Screw Driver Set",,"R 0.00","0","172","197.8","0","172","-1","Yes","Yes"
"PACM","Plastic Coffee Mug Assorted Colors",,"R 0.00","0","5.35","6.15","0","5.35","40","Yes","Yes"
"PAID","PAID",,"R 0.00","0","0","0","0","0","98","Yes","Yes"
"PB100MM","Paint Brush 100mm",,"R 10.62","6.07","63.5","73.02","90.44","57.43","35","Yes","Yes"
"PB225","Philips Bits, No.2 x 25mm",,"R 0.00","0","8.5","9.77","0","8.5","3","Yes","Yes"
"PB25","Paint Brush 25mm",,"R 3.24","0.97","3.9","4.48","75.13","2.93","100","Yes","Yes"
"PB25M","25mm Paint Brush",,"R 21.00","1.31","15.5","17.83","91.55","14.19","16","Yes","Yes"
"PB38M","38mm Paint Brush",,"R 0.00","0","29.99","34.49","0","29.99","-7","Yes","Yes"
"PB450m","Powerbar K/T 1/2D x 450mm",,"R 0.00","0","78","89.7","0","78","5","Yes","Yes"
"PB50m","Paint Brush 50mm",,"R 0.00","0","6.2","7.13","0","6.2","70","Yes","Yes"
"PB50MM","Paint Brush 50mm",,"R 5.05","3.37","40.5","46.58","91.68","37.13","45","Yes","Yes"
"PBP45","PVC Bend Plain 45x50mm",,"R 5.10","0.05","21","24.15","99.76","20.95","96","Yes","Yes"
"PBP90","PVC Bend Plain 90x50mm",,"R 6.30","0.07","25","28.75","99.72","24.93","86","Yes","Yes"
"PBS","5Piece Paint Brush Set",,"R 0.00","0","55","63.25","0","55","10","Yes","Yes"
"PC10E","POWERCUT 105A ELECTRODE H45- H105",,"R 0.00","0","84.24","96.88","0","84.24","10","Yes","Yes"
"PC200","Plier Comb 200mm CR-V",,"R 0.00","0","159","182.85","0","159","5","Yes","Yes"
"Pc210","PLIER C/CLIP GED E/B 210 A31",,"R 0.00","0","722","830.3","0","722","5","Yes","Yes"
"PC40M","PADLOCK COMBINATION 40MM",,"R 48.33","38.66","85","97.75","54.52","46.34","5","Yes","Yes"
"PC4x20","PVC Conduit 4mx20mm",,"R 29.60","0.12","64","73.6","99.81","63.88","954","Yes","Yes"
"Pcb300","PLASTIC BAG CLEAR 300X450MM 75 MIC - CLEAR POLYETHYLENE BAGS 75 MICRON",,"R 0.00","0","1.68","1.93","0","1.68","0","Yes","Yes"
"PCDR","Conti Suit Power Blue",,"R 0.00","0","140.23","161.26","0","140.23","0","Yes","Yes"
"PcE180","Plier C/Clip INGCO EXT STR 180mm",,"R 0.00","0","121","139.15","0","121","4","Yes","Yes"
"Pcis180","Plier C/Clip INGCO INT STR 180mm",,"R 0.00","0","285","327.75","0","285","9","Yes","Yes"
"PcN45A","POWERCUT 45A NOZZLE H45-H105 / YM125",,"R 0.00","0","56.16","64.58","0","56.16","10","Yes","Yes"
"PCPL1804P","Plier C/Clip Set Total 180mm 4P",,"R 0.00","0","345","396.75","0","345","5","Yes","Yes"
"PCR15","15mm/15W P-Clip Rubber [M6]",,"R 2,625.00","60.34","2550","2932.5","97.63","2489.66","0.87","Yes","Yes"
"Pcs","Paraplegic cistern mechanism",,"R 0.00","0","1699","1953.85","0","1699","10","Yes","Yes"
"PCSF","Pan Connector Straight FLEXIBLE",,"R 39.32","0.57","111","127.65","99.49","110.43","1002","Yes","Yes"
"Pd","Board Partion",,"R 0.00","0","399","458.85","0","399","8","Yes","Yes"
"Pd100","Padbolt Galvanised 100mm",,"R 0.00","0","32.99","37.94","0","32.99","4","Yes","Yes"
"Pd200","PVC Weld Glue Devil 200ml",,"R 23.08","23.08","60","69","61.53","36.92","-15","Yes","Yes"
"PD50M","Padlock Brass 50mm",,"R 185.50","1.36","95","109.25","98.57","93.64","986","Yes","Yes"
"PDK515","Dark Grey 5Ltr Paint",,"R 0.00","0","699.96","804.95","0","699.96","-2","Yes","Yes"
